"Path","Size","HasFrontMatter","BodyLength","MathKeywords","Placeholder","Watermark","Category","Reason"
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-德利涅项目框架100%完成.md","5233","True","1016","27","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-德利涅项目框架持续推进.md","5488","True","1149","29","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-德利涅项目框架接近完成.md","5728","True","1190","27","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-德利涅项目框架推进.md","5385","True","1142","12","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-框架文档100%完成.md","5161","True","1013","7","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-框架文档完成.md","5346","True","1043","8","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-框架文档扩展完成.md","7652","True","1618","28","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-框架文档接近完成.md","6702","True","1373","39","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-状态重新评估.md","6993","True","1299","0","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-肖尔策项目内容填充启动.md","5348","True","1064","16","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-肖尔策项目启动.md","5697","True","1127","22","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-肖尔策项目框架完成.md","5706","True","1123","29","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-配置更新与内容推进.md","6511","True","1307","6","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月11日-鲁里项目内容填充启动.md","9307","True","1665","59","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月7日-完整版.md","8686","True","1787","40","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月7日-更新版.md","6503","True","1282","45","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月7日-最终版.md","7081","True","1450","48","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\推进进展报告\2025年12月\00-推进进展报告-2025年12月7日.md","10057","True","2102","66","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-最新进展报告-2025年12月5日.md","9018","True","1960","82","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-最终完成总结-2025年12月6日.md","7402","True","1498","53","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-最终完成报告-2025年12月5日.md","6688","True","1306","40","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-最终完成报告-2025年12月6日.md","8442","True","1729","70","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第一阶段完成总结-2025年12月6日.md","5031","True","946","24","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第一阶段完成总结-2025年12月7日.md","6625","True","1350","54","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第一阶段扩展总结-2025年12月7日.md","4764","True","918","41","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第七阶段完成总结-2025年12月6日.md","5572","True","1106","32","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第三阶段完成总结-2025年12月5日.md","5580","True","1070","41","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第三阶段完成总结-2025年12月6日.md","4473","True","831","22","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第九阶段完成总结-2025年12月6日.md","7087","True","1454","50","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第二阶段完成总结-2025年12月6日.md","4692","True","904","22","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第二阶段进展报告-2025年12月5日.md","4985","True","956","39","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第五阶段完成总结-2025年12月6日.md","7791","True","1589","61","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第八阶段完成总结-2025年12月6日.md","6755","True","1378","48","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第六阶段完成总结-2025年12月6日.md","7972","True","1632","63","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第十一阶段完成总结-2025年12月6日.md","7814","True","1635","63","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第十七阶段完成总结-2025年12月7日.md","7323","True","1519","66","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第十三阶段完成总结-2025年12月6日.md","9574","True","2057","102","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第十九阶段完成总结-2025年12月7日.md","5504","True","1113","48","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第十二阶段完成总结-2025年12月6日.md","8614","True","1828","81","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第十五阶段完成总结-2025年12月6日.md","5855","True","1191","48","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第十八阶段完成总结-2025年12月7日.md","4745","True","932","24","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第十六阶段完成总结-2025年12月7日.md","5651","True","1141","39","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第十四阶段完成总结-2025年12月6日.md","8135","True","1652","42","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第十阶段完成总结-2025年12月6日.md","7301","True","1510","52","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第四阶段完成总结-2025年12月5日.md","7609","True","1525","57","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-第四阶段完成总结-2025年12月6日.md","5217","True","1024","32","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-阶段性完成总结-2025年12月5日.md","6789","True","1289","39","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-阶段性完成报告-2025年12月5日.md","14422","True","2698","29","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-阶段性进展报告-2025年12月5日.md","3234","True","563","18","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-项目初始阶段总结-2025年12月7日.md","4730","True","908","33","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-项目完成度更新-2025年12月5日.md","5704","True","1053","26","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-项目最终完成报告-2025年12月6日.md","8828","True","1817","76","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-项目最终完成报告-2025年12月6日（初始版）.md","6263","True","1262","26","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-项目最终完成报告-2025年12月6日（更新版2）.md","8548","True","1783","64","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-项目最终完成报告-2025年12月6日（更新版）.md","7762","True","1554","53","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-项目最终完成报告-2025年12月6日（最新版）.md","8369","True","1736","55","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-项目最终完成报告-2025年12月6日（最终总结版）.md","8615","True","1799","63","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-项目最终完成报告-2025年12月6日（最终版）.md","6709","True","1357","29","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\00-归档\项目过程报告\00-项目最终完成报告（更新）-2025年12月6日.md","6479","True","1246","25","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\00-文档索引.md","7248","True","1398","36","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\00-项目状态.md","5255","True","818","21","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\README.md","6268","True","1104","29","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\START-HERE.md","4242","True","913","26","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\01-核心理论\01-λ演算基础.md","21382","True","4325","102","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\01-核心理论\02-递归函数理论.md","7491","True","1430","109","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\01-核心理论\03-Church-Turing论题.md","6633","True","1253","54","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\01-核心理论\04-不可判定性理论.md","10711","True","2113","55","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\01-核心理论\05-类型论基础.md","10648","True","1953","61","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\README.md","4448","True","941","48","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\01-lambda演算\00-lambda演算-概念总览.md","1688","True","242","3","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\01-lambda演算\01-λ演算语法与语义.md","14117","True","2569","86","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\01-lambda演算\02-归约与范式.md","11649","True","2249","65","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\01-lambda演算\03-不动点定理.md","14500","True","2560","99","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\01-lambda演算\04-类型化λ演算.md","9079","True","1668","46","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\02-递归论\00-递归论-概念总览.md","1561","True","235","13","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\02-递归论\01-递归函数定义.md","15049","True","2515","201","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\02-递归论\02-原始递归函数.md","11302","True","2078","152","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\02-递归论\03-μ递归函数.md","9835","True","1974","180","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\02-递归论\04-递归可枚举集.md","5957","True","1160","52","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\03-可计算性\00-可计算性-概念总览.md","1434","True","211","3","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\03-可计算性\01-Church论题.md","14469","True","2892","140","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\03-可计算性\02-不可判定性问题.md","7460","True","1455","36","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\03-可计算性\03-可判定性理论.md","30608","True","6770","240","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\04-其他贡献\00-其他贡献-概念总览.md","1341","True","206","2","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\04-其他贡献\01-简单类型论.md","14822","True","2691","75","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\02-数学内容深度分析\04-其他贡献\02-逻辑系统.md","5044","True","951","16","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\03-教育与影响\01-丘奇的教育理念.md","11550","True","2276","35","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\03-教育与影响\01-对可计算性理论的影响.md","8308","True","1682","52","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\03-教育与影响\01-教育思想.md","9385","True","1866","38","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\03-教育与影响\02-对逻辑学的影响.md","7937","True","1653","1","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\03-教育与影响\03-对计算机科学的影响.md","8570","True","1817","47","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\04-历史与传记\01-丘奇生平.md","11536","True","2254","33","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\04-历史与传记\01-生平与学术历程.md","9360","True","1914","18","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\04-历史与传记\01-生平与学术生涯.md","7372","True","1373","10","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\04-历史与传记\02-主要著作与论文.md","10882","True","2250","59","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\04-历史与传记\03-与图灵的关系.md","9217","True","1937","28","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\05-现代应用与拓展\01-丘奇工作的现代应用.md","8978","True","1592","56","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\05-现代应用与拓展\01-在可计算性理论中的应用.md","10904","True","2137","37","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\05-现代应用与拓展\01-现代数学中的应用.md","7662","True","1450","104","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\05-现代应用与拓展\02-在计算机科学中的应用.md","9968","True","1900","68","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\05-现代应用与拓展\03-在逻辑学中的应用.md","10266","True","2013","1","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\05-现代应用与拓展\04-在数学基础中的应用.md","10100","True","1992","10","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\06-对比研究\01-与图灵的对比.md","10626","True","2008","58","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\06-对比研究\02-与哥德尔的关系.md","10129","True","1979","49","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\06-对比研究\03-与逻辑学发展的关系.md","9139","True","1751","12","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\06-对比研究\04-与可计算性理论发展的关系.md","10351","True","2030","30","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\07-现代视角与评价\01-丘奇工作的现代评价.md","7804","True","1408","14","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\07-现代视角与评价\01-现代数学家观点.md","8315","True","1757","45","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\07-现代视角与评价\01-现代逻辑学家观点.md","10766","True","2176","23","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\07-现代视角与评价\02-最新研究进展.md","10793","True","2180","5","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\07-现代视角与评价\03-未解决问题.md","11354","True","2557","0","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\08-知识关联分析\01-概念关联网络.md","9655","True","1334","42","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\08-知识关联分析\02-理论关联图谱.md","10837","True","2335","44","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\丘奇数学理念\08-知识关联分析\03-跨学科关联.md","9937","True","2096","58","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\00-内容改进计划.md","16466","True","3777","62","True","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\00-可持续推进计划.md","5019","True","1043","6","True","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\00-文档索引.md","7732","True","1435","26","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\00-项目完成报告.md","8420","True","1700","21","True","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\00-项目状态.md","10329","True","1922","25","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\README.md","7760","True","1430","17","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\START-HERE.md","4383","True","961","8","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\01-核心理论\01-形式语言理论基础.md","21253","True","4627","64","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\01-核心理论\02-Chomsky层次.md","15599","True","3375","48","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\01-核心理论\03-生成语法理论.md","19513","True","4345","21","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\01-核心理论\04-自动机理论.md","17382","True","3868","67","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\01-核心理论\05-计算复杂性与语言.md","17474","True","3930","22","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\README.md","4889","True","1039","30","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\01-形式语言理论\01-形式语言的定义.md","9128","True","1722","52","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\01-形式语言理论\02-形式语法.md","18544","True","4005","68","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\01-形式语言理论\03-语言运算.md","18171","True","3961","63","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\01-形式语言理论\04-语言层次.md","16773","True","3673","59","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\02-Chomsky层次\01-Chomsky层次的定义.md","9832","True","1911","42","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\02-Chomsky层次\02-正则语言.md","17818","True","3838","97","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\02-Chomsky层次\03-上下文无关语言.md","16805","True","3659","86","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\02-Chomsky层次\04-上下文相关语言.md","18286","True","4218","56","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\03-生成语法\01-生成语法的概念.md","9746","True","1866","24","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\03-生成语法\02-短语结构语法.md","16194","True","3598","61","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\03-生成语法\03-转换语法.md","15140","True","3427","32","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\04-其他贡献\01-自动机理论.md","9985","True","1856","44","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\02-数学内容深度分析\04-其他贡献\02-计算复杂性.md","19277","True","4422","28","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\03-教育与影响\01-乔姆斯基的教育理念.md","10219","True","1723","4","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\03-教育与影响\01-对计算理论的影响.md","16175","True","3667","49","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\03-教育与影响\01-教育思想.md","9299","True","1875","7","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\03-教育与影响\02-对语言学的影响.md","16764","True","3840","25","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\03-教育与影响\03-对计算机科学的影响.md","20794","True","4797","96","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\04-历史与传记\01-乔姆斯基生平.md","8999","True","1752","4","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\04-历史与传记\01-生平与学术历程.md","22164","True","5178","8","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\04-历史与传记\02-主要著作与论文.md","16600","True","3836","20","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\04-历史与传记\03-与图灵的关系.md","16740","True","3914","42","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\05-现代应用与拓展\01-在计算机科学中的应用.md","11622","True","2188","48","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\05-现代应用与拓展\01-现代数学中的应用.md","7257","True","1399","21","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\05-现代应用与拓展\02-在编程语言理论中的应用.md","20797","True","4594","93","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\05-现代应用与拓展\03-在编译器理论中的应用.md","21847","True","4983","117","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\05-现代应用与拓展\04-在计算复杂性中的应用.md","17019","True","3805","34","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\06-对比研究\01-与同时代数学家对比.md","9578","True","1863","17","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\06-对比研究\01-与图灵的对比.md","18656","True","4372","15","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\06-对比研究\01-乔姆斯基与同时代学者对比.md","11131","True","1704","3","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\06-对比研究\02-与Post的关系.md","9791","True","2234","2","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\06-对比研究\03-与Kleene的关系.md","15320","True","3600","37","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\06-对比研究\04-与形式语言理论的关系.md","8707","True","1944","20","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\07-现代视角与评价\01-乔姆斯基工作的现代评价.md","7836","True","1477","4","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\07-现代视角与评价\01-现代计算理论学家观点.md","16615","True","4032","10","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\07-现代视角与评价\02-最新研究进展.md","23249","True","5588","34","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\07-现代视角与评价\03-未解决问题.md","16450","True","3955","6","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\08-知识关联分析\01-概念关联网络.md","9563","True","1374","18","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\08-知识关联分析\02-理论关联图谱.md","17995","True","4225","64","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\乔姆斯基数学理念\08-知识关联分析\03-跨学科关联.md","17641","True","4156","95","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\00-文档索引.md","4110","True","765","28","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\00-项目状态.md","5243","True","839","22","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\README.md","6123","True","1077","18","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\START-HERE.md","4544","True","1012","36","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\01-核心理论\01-Woodin基数理论.md","7931","True","1616","63","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\01-核心理论\02-Omega逻辑基础.md","7776","True","1652","46","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\01-核心理论\03-内模型程序.md","9288","True","1758","41","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\01-核心理论\04-大基数理论.md","9710","True","1869","78","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\01-核心理论\05-连续统假设研究.md","10710","True","2032","24","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\02-数学内容深度分析\01-Woodin基数\01-Woodin基数的定义.md","9382","True","1746","118","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\02-数学内容深度分析\01-Woodin基数\02-Woodin基数的性质.md","8374","True","1725","53","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\02-数学内容深度分析\01-Woodin基数\03-Woodin基数与CH.md","8570","True","1763","29","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\02-数学内容深度分析\01-Woodin基数\04-Woodin基数的发展.md","8467","True","1719","39","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\02-数学内容深度分析\02-Omega逻辑\01-Omega逻辑的基础.md","9128","True","1938","58","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\02-数学内容深度分析\02-Omega逻辑\02-Omega逻辑与CH.md","8294","True","1672","25","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\02-数学内容深度分析\02-Omega逻辑\03-Omega逻辑的意义.md","8314","True","1740","42","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\02-数学内容深度分析\03-内模型理论\01-内模型程序.md","8351","True","1733","41","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\02-数学内容深度分析\03-内模型理论\02-内模型理论的发展.md","8315","True","1740","41","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\02-数学内容深度分析\04-其他贡献\01-大基数研究.md","8612","True","1807","63","False","False","正常",""
"E:\_src\FormalMath\数学家理念体系\伍丁数学理念\02-数学内容深度分析\04-其他贡献\02-集合论研究.md","8284","True","1716","83","False","False","正常",""
